interest,theme,hackathon_use,title,summary,published,updated,formats,resource_count,dataset_url,resource_urls
,,,Volksschulen (Linz),"Volksschulen mit Informationen zu der Anzahl der Klassen und SchülerInnen (männliche, weibliche und Summe).",2019-07-18T09:03:33.864284Z,2025-11-14T16:22:00Z,PDF,1,http://www.data.gv.at/katalog/datasets/8e486d03-042b-42e7-97e6-4d559e31cf14,https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/volksschule/VOSHL.PDF
,,,Volkshochschule (Linz),"Volkshochschulen mit Informationen zu: - Einzelveranstaltungen TeilnehmerInnenanzahl - durchgeführte Kurse KursteilnehmerInnenanzahl - Geschlecht der TeilnehmerInnen - Altersgruppen - soziale Stellung jeweils unterteilt in Fachbereiche: - Politik, Gesellschaft und Kultur - Grundbildung und 2. Bildungsweg - Naturwissenschaften, Technik u. Umwelt - Berufliche und berufsorientierte Bildung - Sprachen - Kreativität und Gestalten - Gesundheit und Bewegung",2019-07-18T08:50:31.013987Z,2025-11-14T16:20:00Z,PDF,1,http://www.data.gv.at/katalog/datasets/f838664d-53df-4501-bcf0-b27d285328a8,https://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/VHS.PDF
,,,Volkshochschule (Linz),"Volkshochschulen mit Informationen zu: - Einzelveranstaltungen TeilnehmerInnenanzahl - durchgeführte Kurse KursteilnehmerInnenanzahl - Geschlecht der TeilnehmerInnen - Altersgruppen - soziale Stellung jeweils unterteilt in Fachbereiche: - Politik, Gesellschaft und Kultur - Grundbildung und 2. Bildungsweg - Naturwissenschaften, Technik u. Umwelt - Berufliche und berufsorientierte Bildung - Sprachen - Kreativität und Gestalten - Gesundheit und Bewegung",2014-08-25T00:01:43.933008Z,2025-11-14T16:20:00Z,CSV,22,http://www.data.gv.at/katalog/datasets/655c19fb-7859-4a0a-b98a-c4fce3152f71,http://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2010/VHS_2010.csv;http://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2015/VHS_2015.csv;http://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2004/VHS_2004.csv;https://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2024/VHS_2024.csv;https://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2022/VHS_2022.csv;http://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2016/VHS_2016.csv;http://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2008/VHS_2008.csv;http://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2007/VHS_2007.csv;http://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2009/VHS_2009.csv;https://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2019/VHS_2019.csv;http://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2013/VHS_2013.csv;http://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2014/VHS_2014.csv;http://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2018/VHS_2018.csv;http://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2005/VHS_2005.csv;http://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2011/VHS_2011.csv;https://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2023/VHS_2023.csv;https://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2021/VHS_2021.csv;http://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2006/VHS_2006.csv;http://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2012/VHS_2012.csv;http://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2017/VHS_2017.csv;https://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2020/VHS_2020.csv;http://data.linz.gv.at/katalog/kultur/bildung/erwachsenenbildung/2003/VHS_2003.csv
,,,Sonderschulen (Linz),"Sonderschulen mit Informationen zu der Anzahl der Klassen und SchülerInnen (männliche, weibliche und Summe).",2014-09-15T10:15:31.168766Z,2025-11-14T16:18:00Z,CSV,22,http://www.data.gv.at/katalog/datasets/5d96f13f-19c1-4770-8d90-3884698578ac,https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2011/SOSHL_2011.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2022/SOSHL_2022.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2008/SOSHL_2008.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2007/SOSHL_2007.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2018/SOSHL_2018.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2015/SOSHL_2015.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2010/SOSHL_2010.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2019/SOSHL_2019.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2023/SOSHL_2023.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2017/SOSHL_2017.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2003/SOSHL_2003.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2004/SOSHL_2004.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2014/SOSHL_2014.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2016/SOSHL_2016.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2012/SOSHL_2012.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2005/SOSHL_2005.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2021/SOSHL_2021.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2006/SOSHL_2006.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2020/SOSHL_2020.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2024/SOSHL_2024.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2013/SOSHL_2013.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/2009/SOSHL_2009.csv
,,,Sonderschulen (Linz),"Sonderschulen mit Informationen zu der Anzahl der Klassen und SchülerInnen (männliche, weibliche und Summe).",2019-07-18T09:10:00.722742Z,2025-11-14T16:17:00Z,PDF,1,http://www.data.gv.at/katalog/datasets/19e0845b-edb0-43cf-996f-e1abe22653f1,https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/sonderschule/SOSHL.PDF
,,,Polytechnische Schulen (Linz),"Polytechnische Schulen mit Informationen zu der Anzahl der Klassen und SchülerInnen (männliche, weibliche und Summe).",2014-08-24T23:59:51.790016Z,2025-11-14T16:15:00Z,CSV,22,http://www.data.gv.at/katalog/datasets/e9b80a73-28ea-4692-858c-0077bf8fdeb8,http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2014/POSHL_2014.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2004/POSHL_2004.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2015/POSHL_2015.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2010/POSHL_2010.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2009/POSHL_2009.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2023/POSHL_2023.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2011/POSHL_2011.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2022/POSHL_2022.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2008/POSHL_2008.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2012/POSHL_2012.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2005/POSHL_2005.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2013/POSHL_2013.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2024/POSHL_2024.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2007/POSHL_2007.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2021/POSHL_2021.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2003/POSHL_2003.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2020/POSHL_2020.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2016/POSHL_2016.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2017/POSHL_2017.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2018/POSHL_2018.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2019/POSHL_2019.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/2006/POSHL_2006.csv
,,,Polytechnische Schulen (Linz),"Polytechnische Schulen mit Informationen zu der Anzahl der Klassen und SchülerInnen (männliche, weibliche und Summe).",2019-07-18T09:16:45.619349Z,2025-11-14T16:14:00Z,PDF,1,http://www.data.gv.at/katalog/datasets/9217d597-6afc-4550-91e7-8a2e16caae5e,https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/polytechnische_schule/POSHL.PDF
,,,Lehrer- und erzieherbildende Schulen (Linz),"Lehrer- und erzieherbildende Schulen mit Informationen zu der Anzahl der Klassen und SchülerInnen (männliche, weibliche und Summe). Anmerkung: Die Pädagogischen Akademien wurden 2007/08 in Pädagogische Hochschulen umgewandelt. Bundessportakademie Linz (Auf der Gugl): Keine Klassen da nur KursteilnehmerInnen",2014-08-24T23:59:22.580530Z,2025-11-14T16:13:00Z,CSV,22,http://www.data.gv.at/katalog/datasets/6f4b583c-1742-44f5-9c75-75832dbadcb5,http://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2014/LBANS_2014.csv;http://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2011/LBANS_2011.csv;http://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2008/LBANS_2008.csv;https://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2021/LBANS_2021.csv;http://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2016/LBANS_2016.csv;https://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2024/LBANS_2024.csv;http://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2018/LBANS_2018.csv;https://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2020/LBANS_2020.csv;http://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2003/LBANS_2003.csv;http://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2005/LBANS_2005.csv;http://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2015/LBANS_2015.csv;http://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2012/LBANS_2012.csv;https://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2022/LBANS_2022.csv;http://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2004/LBANS_2004.csv;http://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2007/LBANS_2007.csv;http://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2006/LBANS_2006.csv;http://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2013/LBANS_2013.csv;http://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2017/LBANS_2017.csv;http://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2009/LBANS_2009.csv;https://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2019/LBANS_2019.csv;https://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2023/LBANS_2023.csv;http://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/2010/LBANS_2010.csv
,,,Lehrer- und erzieherbildende Schulen (Linz),"Lehrer- und erzieherbildende Schulen mit Informationen zu der Anzahl der Klassen und SchülerInnen (männliche, weibliche und Summe). Anmerkung: Die Pädagogischen Akademien wurden 2007/08 in Pädagogische Hochschulen umgewandelt. Bundessportakademie Linz (Auf der Gugl): Keine Klassen da nur KursteilnehmerInnen",2019-07-18T09:24:02.119248Z,2025-11-14T16:12:00Z,PDF,1,http://www.data.gv.at/katalog/datasets/6b01e78a-ea04-4c22-8d51-9e0c4c517985,https://data.linz.gv.at/katalog/kultur/bildung/teilweise_bei_akademische_einrichtungen/LBANS.PDF
,,,"Neue Mittelschulen, Hauptschulen (Linz)","Neue Mittelschulen und Hauptschulen, sowohl öffentliche als auch private Schulen, mit Informationen zu der Anzahl der Klassen und SchülerInnen (männliche, weibliche und Summe). Anmerkung: Hauptschule 24, Auhofschule (Aubrunnerweg 43): Ab dem Schuljahr 2014/15 wurde der Schulbetrieb bis auf weiteres stillgelegt.",2014-09-15T09:46:55.503793Z,2025-11-14T16:09:00Z,CSV,22,http://www.data.gv.at/katalog/datasets/ab579c71-656c-4449-95c4-7863a9b444fc,https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2007/HASHL_2007.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2015/HASHL_2015.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2019/HASHL_2019.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2003/HASHL_2003.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2014/HASHL_2014.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2022/MISHL_2022.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2004/HASHL_2004.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2006/HASHL_2006.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2016/HASHL_2016.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2020/MISHL_2020.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2018/HASHL_2018.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2011/HASHL_2011.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2023/MISHL_2023.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2009/HASHL_2009.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2021/MISHL_2021.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2010/HASHL_2010.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2008/HASHL_2008.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2024/MISHL_2024.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2017/HASHL_2017.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2013/HASHL_2013.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2005/HASHL_2005.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/2012/HASHL_2012.csv
,,,"Neue Mittelschulen, Hauptschulen (Linz)","Neue Mittelschulen und Hauptschulen, sowohl öffentliche als auch private Schulen, mit Informationen zu der Anzahl der Klassen und SchülerInnen (männliche, weibliche und Summe). Anmerkung: Hauptschule 24, Auhofschule (Aubrunnerweg 43): Ab dem Schuljahr 2014/15 wurde der Schulbetrieb bis auf weiteres stillgelegt.",2019-07-18T09:33:20.993658Z,2025-11-14T16:08:00Z,PDF,1,http://www.data.gv.at/katalog/datasets/867cbb9a-f8d6-48ef-a5f7-e7136e9f74e3,https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/neue_mittelschule_hauptschule/MISHL.PDF
,,,Berufsbildende Pflichtschulen (Linz),"Berufsbildende Pflichtschulen mit Informationen zu der Anzahl der Klassen und SchülerInnen (männliche, weibliche und Summe).",2014-09-15T09:41:34.818510Z,2025-11-14T16:06:00Z,CSV,21,http://www.data.gv.at/katalog/datasets/d5160c6e-d2fb-4f8c-add4-63b86709d2f2,https://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2023/BPSCH_2023.csv;http://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2005/BPSCH_2005.csv;http://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2015/BPSCH_2015.csv;http://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2012/BPSCH_2012.csv;http://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2011/BPSCH_2011.csv;http://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2007/BPSCH_2007.csv;http://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2016/BPSCH_2016.csv;http://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2006/BPSCH_2006.csv;https://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2020/BPSCH_2020.csv;https://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2022/BPSCH_2022.csv;https://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2021/BPSCH_2021.csv;http://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2014/BPSCH_2014.csv;http://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2017/BPSCH_2017.csv;http://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2009/BPSCH_2009.csv;http://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2008/BPSCH_2008.csv;http://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2003/BPSCH_2003.csv;http://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2004/BPSCH_2004.csv;http://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2018/BPSCH_2018.csv;https://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2019/BPSCH_2019.csv;http://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2010/BPSCH_2010.csv;http://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/2013/BPSCH_2013.csv
,,,Berufsbildende Pflichtschulen (Linz),"Berufsbildende Pflichtschulen mit Informationen zu der Anzahl der Klassen und SchülerInnen (männliche, weibliche und Summe).",2019-07-18T09:42:12.155465Z,2025-11-14T16:05:00Z,PDF,1,http://www.data.gv.at/katalog/datasets/827e411a-bdbc-433c-90cd-045d3b0ae5c2,https://data.linz.gv.at/katalog/kultur/bildung/berufsschulen/BPSCH.PDF
,,,Berufsbildende mittlere und höhere Schulen (Linz),"Berufsbildende mittlere und höhere Schulen mit Informationen zu der Anzahl der Klassen und SchülerInnen (männliche, weibliche und Summe).",2014-09-15T09:41:33.728732Z,2025-11-14T16:03:00Z,CSV,22,http://www.data.gv.at/katalog/datasets/ba3ef2b0-5003-49f4-bed1-4d796f989367,https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2014/BHSCH_2014.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2008/BHSCH_2008.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2013/BHSCH_2013.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2023/BHSCH_2023.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2003/BHSCH_2003.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2022/BHSCH_2022.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2024/BHSCH_2024.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2009/BHSCH_2009.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2006/BHSCH_2006.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2016/BHSCH_2016.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2017/BHSCH_2017.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2020/BHSCH_2020.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2004/BHSCH_2004.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2007/BHSCH_2007.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2005/BHSCH_2005.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2015/BHSCH_2015.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2021/BHSCH_2021.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2012/BHSCH_2012.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2011/BHSCH_2011.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2018/BHSCH_2018.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2019/BHSCH_2019.csv;https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/2010/BHSCH_2010.csv
,,,Berufsbildende mittlere und höhere Schulen (Linz),"Berufsbildende mittlere und höhere Schulen mit Informationen zu der Anzahl der Klassen und SchülerInnen (männliche, weibliche und Summe).",2019-07-18T09:58:38.183139Z,2025-11-14T16:02:00Z,PDF,1,http://www.data.gv.at/katalog/datasets/31eebdd1-c76f-4906-b5ae-1d9ae28faf8e,https://data.linz.gv.at/katalog/kultur/bildung/fachschulen/BHSCH.PDF
,,,Allgemein bildende Pflichtschulen (Linz),"Allgemein bildende Pflichtschulen, sowohl öffentliche als auch private Schulen, mit Informationen zu der Anzahl der Schulen, Klassen und SchülerInnen (männliche, weibliche und Summe). Anmerkung: Hauptschule 24: Ab dem Schuljahr 2014/15 wurde der Schulbetrieb in dieser Schule bis auf weiteres stillgelegt. Waldorfschule bis zur 9. Schulstufe",2014-09-15T09:41:20.785694Z,2025-11-14T15:58:00Z,CSV,22,http://www.data.gv.at/katalog/datasets/d6f5ed39-6da3-43cc-8167-e0226249a120,http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2015/APSHL_2015.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2008/APSHL_2008.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2022/APSHL_2022.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2007/APSHL_2007.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2016/APSHL_2016.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2010/APSHL_2010.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2009/APSHL_2009.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2021/APSHL_2021.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2020/APSHL_2020.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2005/APSHL_2005.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2011/APSHL_2011.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2004/APSHL_2004.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2014/APSHL_2014.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2019/APSHL_2019.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2023/APSHL_2023.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2003/APSHL_2003.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2013/APSHL_2013.csv;https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2024/APSHL_2024.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2017/APSHL_2017.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2012/APSHL_2012.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2006/APSHL_2006.csv;http://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/2018/APSHL_2018.csv
,,,Allgemein bildende Pflichtschulen (Linz),"Allgemein bildende Pflichtschulen, sowohl öffentliche als auch private Schulen, mit Informationen zu der Anzahl der Schulen, Klassen und SchülerInnen (männliche, weibliche und Summe). Anmerkung: Hauptschule 24: Ab dem Schuljahr 2014/15 wurde der Schulbetrieb in dieser Schule bis auf weiteres stillgelegt. Waldorfschule bis zur 9. Schulstufe",2019-07-18T10:11:27.440292Z,2025-11-14T15:57:00Z,PDF,1,http://www.data.gv.at/katalog/datasets/2bb5498c-323a-454b-b166-5d4c7d1db259,https://data.linz.gv.at/katalog/kultur/bildung/pflichtschulen/allgemein_bildende_pflichtschule/APSHL.pdf
B,Mobility,"Long-run road-safety trends; data is aggregated, not mapped crashes",Strassenverkehrsunfälle mit Personenschaden (Linz),"Strassenverkehrsunfälle mit Angaben zur Zahl der Unfälle, der Verunglückten und zum Verletzungsgrad. Quelle: Bundespolizeidirektion Linz / Kuratorium für Verkehrssicherheit / Statistik Austria",2014-08-25T00:01:23.773965Z,2025-11-14T14:18:00Z,CSV,2,http://www.data.gv.at/katalog/datasets/fe536a32-76b8-491e-9686-50e431a3309e,https://data.linz.gv.at/katalog/verkehr/kraftfahrzeuge/Strassenverkehrsunfall/UNFPERS_ab_2012.csv;https://data.linz.gv.at/katalog/verkehr/kraftfahrzeuge/Strassenverkehrsunfall/UNFPERS_bis_2011.csv
